subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S02626,C02395,P1,partner,annual,2025-04-16,7,active,2025-04-16,2026-06-30
S02627,C02396,P1,partner,monthly,2025-12-09,0,cancelled,2026-01-16,2026-06-30
S02628,C02397,P2,partner,annual,2025-11-14,1,active,2025-11-14,2026-06-30
S02629,C02398,P1,partner,annual,2025-06-05,34,active,2025-06-05,2026-06-30
S02630,C02399,P1,partner,monthly,2024-10-05,5,active,2024-10-05,2026-06-30
S02631,C02400,P1,partner,monthly,2024-08-28,29,active,2024-08-28,2026-06-30
S02632,C02401,P1,partner,annual,2024-11-10,15,active,2024-11-10,2026-06-30
S02633,C02402,P2,partner,annual,2025-09-23,27,active,2025-09-23,2026-06-30
S02634,C02403,P3,partner,monthly,2024-11-20,2,active,2024-11-20,2026-06-30
S02635,C02404,P3,partner,monthly,2025-04-23,0,cancelled,2025-04-29,2026-06-30
S02636,C02405,P3,partner,annual,2026-02-21,4,active,2026-02-21,2026-06-30
S02637,C02406,P1,partner,annual,2026-05-12,0,cancelled,2026-06-04,2026-06-30
S02638,C02407,P1,partner,monthly,2025-03-31,0,cancelled,2026-05-22,2026-06-30
S02639,C02408,P2,partner,annual,2024-10-27,9,active,2024-10-27,2026-06-30
S02640,C02409,P1,partner,annual,2024-07-26,3,active,2024-07-26,2026-06-30
S02641,C02410,P1,partner,monthly,2026-02-12,7,active,2026-02-12,2026-06-30
S02642,C02411,P1,partner,annual,2025-11-25,18,active,2025-11-25,2026-06-30
S02643,C02412,P2,partner,annual,2026-03-26,70,active,2026-03-26,2026-06-30
S02644,C02412,P2,partner,monthly,2026-05-07,1,active,2026-05-07,2026-06-30
S02645,C02413,P1,partner,monthly,2024-08-19,3,active,2024-08-19,2026-06-30
S02646,C02414,DIRECT,direct,annual,2026-03-25,193,active,2026-03-25,2026-06-30
S02647,C02415,P3,partner,annual,2025-03-30,0,cancelled,2026-03-29,2026-06-30
S02648,C02416,P2,partner,annual,2024-12-21,0,cancelled,2025-05-20,2026-06-30
S02649,C02416,P2,partner,monthly,2025-08-25,6,active,2025-08-25,2026-06-30
S02650,C02417,P1,partner,annual,2024-11-26,2,active,2024-11-26,2026-06-30
S02651,C02418,P1,partner,monthly,2025-05-27,4,active,2025-05-27,2026-06-30
S02652,C02419,P2,partner,annual,2024-10-31,3,active,2024-10-31,2026-06-30
S02653,C02420,P3,partner,monthly,2026-05-20,7,active,2026-05-20,2026-06-30
S02654,C02421,P2,partner,annual,2026-05-18,1,active,2026-05-18,2026-06-30
S02655,C02422,P3,partner,annual,2024-07-30,126,active,2024-07-30,2026-06-30
S02656,C02423,P1,partner,monthly,2026-05-25,1,active,2026-05-25,2026-06-30
S02657,C02424,P1,partner,annual,2025-08-24,21,active,2025-08-24,2026-06-30
S02658,C02425,P2,partner,annual,2025-06-20,21,active,2025-06-20,2026-06-30
S02659,C02426,P1,partner,monthly,2026-03-07,2,active,2026-03-07,2026-06-30
S02660,C02427,P3,partner,annual,2024-12-31,3,active,2024-12-31,2026-06-30
S02661,C02428,P2,partner,annual,2025-12-26,16,active,2025-12-26,2026-06-30
S02662,C02429,DIRECT,direct,monthly,2025-04-17,111,active,2025-04-17,2026-06-30
S02663,C02430,P1,partner,monthly,2025-06-02,20,active,2025-06-02,2026-06-30
S02664,C02431,P1,partner,annual,2024-12-26,4,active,2024-12-26,2026-06-30
S02665,C02432,P1,partner,annual,2026-02-23,11,active,2026-02-23,2026-06-30
S02666,C02433,P1,partner,monthly,2025-06-02,28,active,2025-06-02,2026-06-30
S02667,C02434,P2,partner,monthly,2025-09-20,5,active,2025-09-20,2026-06-30
S02668,C02435,P3,partner,monthly,2026-06-06,7,active,2026-06-06,2026-06-30
S02669,C02436,P3,partner,annual,2026-01-13,4,active,2026-01-13,2026-06-30
S02670,C02437,P3,partner,monthly,2025-06-26,1,active,2025-06-26,2026-06-30
S02671,C02438,P2,partner,monthly,2026-06-03,16,active,2026-06-03,2026-06-30
S02672,C02439,P1,partner,annual,2025-05-03,0,cancelled,2026-05-26,2026-06-30
S02673,C02440,P1,partner,monthly,2024-10-21,19,active,2024-10-21,2026-06-30
S02674,C02441,P1,partner,annual,2025-07-10,20,active,2025-07-10,2026-06-30
S02675,C02442,P1,partner,annual,2026-03-04,8,active,2026-03-04,2026-06-30
S02676,C02443,P1,partner,monthly,2026-01-29,5,active,2026-01-29,2026-06-30
S02677,C02444,P1,partner,monthly,2026-03-11,19,active,2026-03-11,2026-06-30
S02678,C02445,P1,partner,monthly,2025-01-30,0,cancelled,2025-01-31,2026-06-30
S02679,C02446,P2,partner,annual,2026-06-27,2,active,2026-06-27,2026-06-30
S02680,C02447,P1,partner,annual,2026-06-27,4,active,2026-06-27,2026-06-30
S02681,C02448,DIRECT,direct,annual,2024-07-23,0,cancelled,2025-11-11,2026-06-30
S02682,C02449,P1,partner,annual,2025-04-14,5,active,2025-04-14,2026-06-30
S02683,C02450,P1,partner,annual,2026-02-27,22,active,2026-02-27,2026-06-30
S02684,C02450,P1,partner,annual,2026-06-08,35,active,2026-06-08,2026-06-30
S02685,C02451,P1,partner,annual,2024-07-28,4,active,2024-07-28,2026-06-30
S02686,C02452,P1,partner,annual,2024-10-15,106,active,2024-10-15,2026-06-30
S02687,C02453,P2,partner,monthly,2026-06-30,8,active,2026-06-30,2026-06-30
S02688,C02454,P1,partner,annual,2026-04-14,10,active,2026-04-14,2026-06-30
S02689,C02455,P1,partner,annual,2025-11-09,2,active,2025-11-09,2026-06-30
S02690,C02456,P2,partner,annual,2025-07-08,0,cancelled,2026-03-22,2026-06-30
S02691,C02457,P3,partner,annual,2026-02-19,0,cancelled,2026-03-18,2026-06-30
S02692,C02458,P2,partner,annual,2025-09-28,11,active,2025-09-28,2026-06-30
S02693,C02459,P1,partner,annual,2025-10-26,42,active,2025-10-26,2026-06-30
S02694,C02460,P2,partner,annual,2025-01-14,1,active,2025-01-14,2026-06-30
S02695,C02460,P2,partner,monthly,2026-02-15,11,active,2026-02-15,2026-06-30
S02696,C02461,P1,partner,annual,2026-01-28,2,active,2026-01-28,2026-06-30
S02697,C02462,P2,partner,annual,2025-05-10,13,active,2025-05-10,2026-06-30
S02698,C02462,P2,partner,monthly,2026-01-24,16,active,2026-01-24,2026-06-30
S02699,C02463,P1,partner,monthly,2025-03-10,6,active,2025-03-10,2026-06-30
S02700,C02463,P1,partner,monthly,2026-04-16,17,active,2026-04-16,2026-06-30
S02701,C02464,P1,partner,annual,2026-05-17,1,active,2026-05-17,2026-06-30
S02702,C02465,P2,partner,annual,2024-09-26,76,active,2024-09-26,2026-06-30
S02703,C02466,P2,partner,monthly,2026-01-03,3,active,2026-01-03,2026-06-30
S02704,C02467,P3,partner,monthly,2025-07-25,6,active,2025-07-25,2026-06-30
S02705,C02467,P3,partner,annual,2025-08-24,2,active,2025-08-24,2026-06-30
S02706,C02468,P1,partner,annual,2025-02-27,31,active,2025-02-27,2026-06-30
S02707,C02469,P1,partner,monthly,2025-08-12,3,active,2025-08-12,2026-06-30
S02708,C02470,P1,partner,annual,2026-01-08,6,active,2026-01-08,2026-06-30
S02709,C02471,P1,partner,annual,2025-05-01,7,active,2025-05-01,2026-06-30
S02710,C02472,P2,partner,monthly,2026-06-02,2,active,2026-06-02,2026-06-30
S02711,C02473,P2,partner,monthly,2025-03-26,10,active,2025-03-26,2026-06-30
S02712,C02474,P1,partner,monthly,2025-09-20,9,active,2025-09-20,2026-06-30
S02713,C02475,P1,partner,annual,2026-04-27,3,active,2026-04-27,2026-06-30
S02714,C02475,P1,partner,annual,2026-06-17,9,active,2026-06-17,2026-06-30
S02715,C02476,P2,partner,annual,2025-01-17,24,active,2025-01-17,2026-06-30
S02716,C02477,P1,partner,annual,2025-10-10,5,active,2025-10-10,2026-06-30
S02717,C02478,P1,partner,monthly,2025-08-01,5,active,2025-08-01,2026-06-30
S02718,C02479,P2,partner,monthly,2025-10-02,8,active,2025-10-02,2026-06-30
S02719,C02480,P1,partner,monthly,2025-08-11,21,active,2025-08-11,2026-06-30
S02720,C02481,P2,partner,monthly,2026-01-30,15,active,2026-01-30,2026-06-30
S02721,C02482,P1,partner,monthly,2025-07-12,0,cancelled,2025-10-04,2026-06-30
S02722,C02482,P1,partner,annual,2025-09-02,17,active,2025-09-02,2026-06-30
S02723,C02483,P2,partner,annual,2025-01-29,3,active,2025-01-29,2026-06-30
S02724,C02484,P1,partner,annual,2025-11-02,0,cancelled,2026-03-31,2026-06-30
S02725,C02485,P1,partner,annual,2025-12-20,2,active,2025-12-20,2026-06-30
S02726,C02486,P1,partner,monthly,2025-10-17,3,active,2025-10-17,2026-06-30
S02727,C02487,P1,partner,monthly,2026-03-02,5,active,2026-03-02,2026-06-30
S02728,C02487,P1,partner,monthly,2026-05-28,6,active,2026-05-28,2026-06-30
S02729,C02488,P1,partner,monthly,2026-05-31,6,active,2026-05-31,2026-06-30
S02730,C02489,P2,partner,annual,2025-06-08,37,active,2025-06-08,2026-06-30
S02731,C02490,P2,partner,annual,2024-10-12,6,active,2024-10-12,2026-06-30
S02732,C02491,P2,partner,monthly,2025-03-16,6,active,2025-03-16,2026-06-30
S02733,C02492,DIRECT,direct,monthly,2025-07-07,242,active,2025-07-07,2026-06-30
S02734,C02493,P2,partner,annual,2025-07-20,2,active,2025-07-20,2026-06-30
S02735,C02494,P2,partner,annual,2025-04-02,4,active,2025-04-02,2026-06-30
S02736,C02494,P2,partner,monthly,2025-05-22,0,cancelled,2025-07-10,2026-06-30
S02737,C02495,P3,partner,monthly,2025-01-02,13,active,2025-01-02,2026-06-30
S02738,C02495,P3,partner,annual,2025-12-23,21,active,2025-12-23,2026-06-30
S02739,C02496,P2,partner,monthly,2025-12-09,6,active,2025-12-09,2026-06-30
S02740,C02497,P2,partner,annual,2025-06-30,3,active,2025-06-30,2026-06-30
S02741,C02497,P2,partner,annual,2025-12-18,32,active,2025-12-18,2026-06-30
S02742,C02498,P1,partner,annual,2026-04-15,8,active,2026-04-15,2026-06-30
S02743,C02499,P1,partner,monthly,2025-10-06,2,active,2025-10-06,2026-06-30
S02744,C02500,P1,partner,monthly,2025-09-18,91,active,2025-09-18,2026-06-30
S02745,C02501,P1,partner,annual,2024-09-09,0,cancelled,2025-05-08,2026-06-30
S02746,C02502,DIRECT,direct,annual,2025-09-29,225,active,2025-09-29,2026-06-30
S02747,C02503,P2,partner,annual,2025-01-29,18,active,2025-01-29,2026-06-30
S02748,C02504,P2,partner,annual,2024-08-05,0,cancelled,2025-04-04,2026-06-30
S02749,C02505,P2,partner,monthly,2024-12-03,19,active,2024-12-03,2026-06-30
S02750,C02506,DIRECT,direct,monthly,2024-07-11,254,active,2024-07-11,2026-06-30
S02751,C02507,P2,partner,monthly,2025-12-22,13,active,2025-12-22,2026-06-30
S02752,C02508,P3,partner,annual,2025-11-09,22,active,2025-11-09,2026-06-30
S02753,C02509,P1,partner,annual,2025-06-26,0,cancelled,2026-02-14,2026-06-30
S02754,C02510,P1,partner,monthly,2025-12-30,12,active,2025-12-30,2026-06-30
S02755,C02511,P2,partner,annual,2026-05-17,19,active,2026-05-17,2026-06-30
S02756,C02512,P2,partner,monthly,2024-09-24,11,active,2024-09-24,2026-06-30
S02757,C02512,P2,partner,annual,2025-11-30,3,active,2025-11-30,2026-06-30
S02758,C02513,P1,partner,annual,2025-07-18,6,active,2025-07-18,2026-06-30
S02759,C02514,P1,partner,monthly,2024-08-05,4,active,2024-08-05,2026-06-30
S02760,C02515,P2,partner,annual,2025-11-27,8,active,2025-11-27,2026-06-30
S02761,C02516,P1,partner,annual,2026-01-10,11,active,2026-01-10,2026-06-30
S02762,C02517,P1,partner,monthly,2025-08-24,3,active,2025-08-24,2026-06-30
S02763,C02518,P1,partner,monthly,2026-01-21,3,active,2026-01-21,2026-06-30
S02764,C02519,P2,partner,annual,2025-01-13,9,active,2025-01-13,2026-06-30
S02765,C02520,P1,partner,monthly,2025-02-26,21,active,2025-02-26,2026-06-30
S02766,C02521,P1,partner,monthly,2024-07-04,1,active,2024-07-04,2026-06-30
S02767,C02522,P1,partner,annual,2025-09-17,7,active,2025-09-17,2026-06-30
S02768,C02523,P3,partner,annual,2024-09-24,11,active,2024-09-24,2026-06-30
S02769,C02524,P1,partner,monthly,2026-02-01,14,active,2026-02-01,2026-06-30
S02770,C02524,P1,partner,annual,2026-05-09,11,active,2026-05-09,2026-06-30
S02771,C02525,P2,partner,annual,2024-09-10,1,active,2024-09-10,2026-06-30
S02772,C02526,P3,partner,annual,2026-01-25,21,active,2026-01-25,2026-06-30
S02773,C02527,P3,partner,monthly,2026-02-01,17,active,2026-02-01,2026-06-30
S02774,C02528,P1,partner,monthly,2025-06-12,3,active,2025-06-12,2026-06-30
S02775,C02529,P1,partner,monthly,2025-01-25,9,active,2025-01-25,2026-06-30
S02776,C02530,P3,partner,annual,2025-07-05,23,active,2025-07-05,2026-06-30
S02777,C02531,P1,partner,annual,2025-09-20,4,active,2025-09-20,2026-06-30
S02778,C02532,P1,partner,monthly,2026-06-27,9,active,2026-06-27,2026-06-30
S02779,C02533,P1,partner,annual,2024-08-04,14,active,2024-08-04,2026-06-30
S02780,C02534,P1,partner,monthly,2025-06-28,3,active,2025-06-28,2026-06-30
S02781,C02535,P1,partner,annual,2024-08-27,8,active,2024-08-27,2026-06-30
S02782,C02536,P1,partner,annual,2025-10-04,12,active,2025-10-04,2026-06-30
S02783,C02536,P1,partner,annual,2026-01-06,5,active,2026-01-06,2026-06-30
S02784,C02537,P2,partner,monthly,2026-02-26,19,active,2026-02-26,2026-06-30
S02785,C02538,P1,partner,annual,2025-08-28,12,active,2025-08-28,2026-06-30
S02786,C02539,P1,partner,annual,2026-01-08,11,active,2026-01-08,2026-06-30
S02787,C02540,P3,partner,monthly,2025-10-13,0,cancelled,2026-01-19,2026-06-30
S02788,C02541,P2,partner,annual,2025-05-27,4,active,2025-05-27,2026-06-30
S02789,C02542,P2,partner,monthly,2026-06-02,3,active,2026-06-02,2026-06-30
S02790,C02543,P1,partner,annual,2024-11-14,2,active,2024-11-14,2026-06-30
S02791,C02544,P1,partner,annual,2025-02-10,5,active,2025-02-10,2026-06-30
S02792,C02545,P3,partner,annual,2025-09-17,8,active,2025-09-17,2026-06-30
S02793,C02546,P1,partner,annual,2024-10-11,10,active,2024-10-11,2026-06-30
S02794,C02547,DIRECT,direct,monthly,2024-11-26,66,active,2024-11-26,2026-06-30
S02795,C02547,DIRECT,direct,annual,2026-03-20,298,active,2026-03-20,2026-06-30
S02796,C02548,P2,partner,annual,2026-04-02,9,active,2026-04-02,2026-06-30
S02797,C02549,P3,partner,annual,2026-01-14,1,active,2026-01-14,2026-06-30
S02798,C02550,P1,partner,annual,2025-02-23,11,active,2025-02-23,2026-06-30
S02799,C02551,P1,partner,monthly,2026-04-09,7,active,2026-04-09,2026-06-30
S02800,C02552,P2,partner,annual,2024-08-27,59,active,2024-08-27,2026-06-30
S02801,C02553,P1,partner,annual,2025-07-18,2,active,2025-07-18,2026-06-30
S02802,C02554,P1,partner,annual,2024-07-01,13,active,2024-07-01,2026-06-30
S02803,C02555,DIRECT,direct,monthly,2025-04-04,53,active,2025-04-04,2026-06-30
S02804,C02556,P1,partner,annual,2025-03-06,6,active,2025-03-06,2026-06-30
S02805,C02557,P3,partner,monthly,2026-04-19,12,active,2026-04-19,2026-06-30
S02806,C02558,P3,partner,annual,2026-01-08,6,active,2026-01-08,2026-06-30
S02807,C02559,P1,partner,monthly,2025-08-04,0,cancelled,2026-06-25,2026-06-30
S02808,C02560,P2,partner,monthly,2026-06-17,2,active,2026-06-17,2026-06-30
S02809,C02561,P1,partner,annual,2025-10-27,20,active,2025-10-27,2026-06-30
S02810,C02562,P1,partner,annual,2026-04-08,3,active,2026-04-08,2026-06-30
S02811,C02563,P1,partner,monthly,2025-09-21,4,active,2025-09-21,2026-06-30
S02812,C02564,P1,partner,annual,2025-11-30,38,active,2025-11-30,2026-06-30
S02813,C02565,P2,partner,monthly,2025-11-28,12,active,2025-11-28,2026-06-30
S02814,C02566,P1,partner,annual,2025-05-22,9,active,2025-05-22,2026-06-30
S02815,C02567,P1,partner,annual,2024-09-26,10,active,2024-09-26,2026-06-30
S02816,C02568,P2,partner,annual,2024-10-31,10,active,2024-10-31,2026-06-30
S02817,C02568,P2,partner,annual,2025-02-26,7,active,2025-02-26,2026-06-30
S02818,C02569,P2,partner,monthly,2024-11-09,5,active,2024-11-09,2026-06-30
S02819,C02570,P2,partner,monthly,2025-09-02,22,active,2025-09-02,2026-06-30
S02820,C02571,P1,partner,annual,2026-06-12,7,active,2026-06-12,2026-06-30
S02821,C02572,P2,partner,annual,2025-05-15,4,active,2025-05-15,2026-06-30
S02822,C02573,P2,partner,monthly,2025-06-12,10,active,2025-06-12,2026-06-30
S02823,C02574,P1,partner,monthly,2024-11-27,15,active,2024-11-27,2026-06-30
S02824,C02575,P1,partner,monthly,2026-03-16,3,active,2026-03-16,2026-06-30
S02825,C02576,P1,partner,annual,2024-08-04,12,active,2024-08-04,2026-06-30
S02826,C02577,P3,partner,monthly,2025-03-31,8,active,2025-03-31,2026-06-30
S02827,C02578,P1,partner,annual,2026-02-08,52,active,2026-02-08,2026-06-30
S02828,C02579,P1,partner,annual,2026-06-21,3,active,2026-06-21,2026-06-30
S02829,C02580,DIRECT,direct,annual,2025-08-19,126,active,2025-08-19,2026-06-30
S02830,C02581,P1,partner,monthly,2025-01-21,45,active,2025-01-21,2026-06-30
S02831,C02582,P3,partner,monthly,2024-11-12,5,active,2024-11-12,2026-06-30
S02832,C02583,P3,partner,annual,2026-05-27,3,active,2026-05-27,2026-06-30
S02833,C02584,P1,partner,monthly,2025-10-03,3,active,2025-10-03,2026-06-30
S02834,C02585,DIRECT,direct,monthly,2025-09-20,343,active,2025-09-20,2026-06-30
S02835,C02586,P1,partner,annual,2025-05-20,5,active,2025-05-20,2026-06-30
S02836,C02586,P1,partner,annual,2025-09-27,36,active,2025-09-27,2026-06-30
S02837,C02587,P1,partner,annual,2024-11-03,0,cancelled,2026-01-06,2026-06-30
S02838,C02588,P1,partner,monthly,2024-07-17,9,active,2024-07-17,2026-06-30
S02839,C02588,P1,partner,monthly,2024-11-11,0,cancelled,2026-02-12,2026-06-30
S02840,C02589,DIRECT,direct,monthly,2025-11-24,444,active,2025-11-24,2026-06-30
S02841,C02590,P3,partner,monthly,2024-11-21,7,active,2024-11-21,2026-06-30
S02842,C02591,P1,partner,monthly,2024-12-09,3,active,2024-12-09,2026-06-30
S02843,C02592,DIRECT,direct,annual,2025-09-05,206,active,2025-09-05,2026-06-30
S02844,C02593,P2,partner,annual,2024-09-28,0,cancelled,2026-06-16,2026-06-30
S02845,C02594,P2,partner,annual,2024-11-07,0,cancelled,2025-02-23,2026-06-30
S02846,C02595,P3,partner,annual,2025-02-22,12,active,2025-02-22,2026-06-30
S02847,C02596,P1,partner,annual,2026-02-22,4,active,2026-02-22,2026-06-30
S02848,C02597,P1,partner,annual,2025-01-24,20,active,2025-01-24,2026-06-30
S02849,C02598,P2,partner,annual,2025-03-28,0,cancelled,2025-08-12,2026-06-30
S02850,C02599,P1,partner,annual,2024-12-22,15,active,2024-12-22,2026-06-30
S02851,C02600,P2,partner,annual,2025-04-15,0,cancelled,2025-09-01,2026-06-30
S02852,C02600,P2,partner,monthly,2025-06-23,0,cancelled,2025-11-24,2026-06-30
S02853,C02601,P3,partner,monthly,2024-09-26,6,active,2024-09-26,2026-06-30
S02854,C02602,P2,partner,annual,2025-12-04,7,active,2025-12-04,2026-06-30
S02855,C02603,P1,partner,monthly,2025-11-13,0,cancelled,2026-04-14,2026-06-30
S02856,C02604,P3,partner,monthly,2026-06-01,7,active,2026-06-01,2026-06-30
S02857,C02605,P1,partner,annual,2025-03-10,20,active,2025-03-10,2026-06-30
S02858,C02606,P2,partner,annual,2026-06-30,8,active,2026-06-30,2026-06-30
S02859,C02607,P1,partner,annual,2026-03-27,4,active,2026-03-27,2026-06-30
S02860,C02608,P1,partner,annual,2025-05-28,4,active,2025-05-28,2026-06-30
S02861,C02609,P1,partner,annual,2026-02-09,28,active,2026-02-09,2026-06-30
S02862,C02610,P2,partner,annual,2025-04-11,13,active,2025-04-11,2026-06-30
S02863,C02611,P1,partner,monthly,2024-08-25,2,active,2024-08-25,2026-06-30
S02864,C02612,P2,partner,monthly,2025-08-11,59,active,2025-08-11,2026-06-30
S02865,C02613,P1,partner,annual,2026-01-04,4,active,2026-01-04,2026-06-30
S02866,C02614,P1,partner,annual,2024-09-10,4,active,2024-09-10,2026-06-30
S02867,C02615,P1,partner,annual,2024-10-22,11,active,2024-10-22,2026-06-30
S02868,C02615,P1,partner,monthly,2025-03-05,17,active,2025-03-05,2026-06-30
S02869,C02616,P2,partner,annual,2025-07-12,4,active,2025-07-12,2026-06-30
S02870,C02617,P3,partner,annual,2024-07-03,6,active,2024-07-03,2026-06-30
S02871,C02618,P1,partner,annual,2026-02-23,9,active,2026-02-23,2026-06-30
S02872,C02619,P1,partner,monthly,2026-04-05,6,active,2026-04-05,2026-06-30
S02873,C02620,P3,partner,monthly,2025-07-06,8,active,2025-07-06,2026-06-30
S02874,C02621,P2,partner,monthly,2026-02-10,0,cancelled,2026-05-03,2026-06-30
S02875,C02622,P2,partner,monthly,2024-09-07,0,cancelled,2025-12-05,2026-06-30
S02876,C02623,P3,partner,monthly,2025-08-22,11,active,2025-08-22,2026-06-30
S02877,C02624,P1,partner,annual,2025-05-24,53,active,2025-05-24,2026-06-30
S02878,C02625,DIRECT,direct,annual,2025-05-02,313,active,2025-05-02,2026-06-30
S02879,C02626,P1,partner,annual,2026-03-21,21,active,2026-03-21,2026-06-30
S02880,C02627,P1,partner,annual,2024-10-17,33,active,2024-10-17,2026-06-30
S02881,C02628,P1,partner,annual,2024-10-21,0,cancelled,2026-03-22,2026-06-30
S02882,C02629,P1,partner,annual,2025-05-29,3,active,2025-05-29,2026-06-30
S02883,C02630,P1,partner,annual,2024-08-24,2,active,2024-08-24,2026-06-30
S02884,C02631,P1,partner,annual,2025-06-13,7,active,2025-06-13,2026-06-30
S02885,C02632,P1,partner,annual,2026-01-18,18,active,2026-01-18,2026-06-30
S02886,C02633,P1,partner,annual,2026-02-06,7,active,2026-02-06,2026-06-30
S02887,C02634,P1,partner,annual,2026-06-30,5,active,2026-06-30,2026-06-30
S02888,C02635,P1,partner,monthly,2024-10-03,33,active,2024-10-03,2026-06-30
S02889,C02636,P1,partner,annual,2025-12-26,3,active,2025-12-26,2026-06-30
S02890,C02637,P1,partner,monthly,2026-01-29,19,active,2026-01-29,2026-06-30
S02891,C02638,P1,partner,annual,2025-04-11,13,active,2025-04-11,2026-06-30
S02892,C02639,P2,partner,annual,2024-11-06,26,active,2024-11-06,2026-06-30
S02893,C02640,P2,partner,monthly,2025-10-16,10,active,2025-10-16,2026-06-30
S02894,C02641,P2,partner,monthly,2024-12-25,9,active,2024-12-25,2026-06-30
S02895,C02642,P1,partner,monthly,2026-03-20,9,active,2026-03-20,2026-06-30
S02896,C02643,P1,partner,annual,2024-07-31,0,cancelled,2025-04-19,2026-06-30
S02897,C02643,P1,partner,annual,2025-02-13,10,active,2025-02-13,2026-06-30
S02898,C02644,P2,partner,monthly,2025-12-02,12,active,2025-12-02,2026-06-30
